text,label,uuid
"La playa estaba llena de gente y simplemente más gente y más gente. No es mi idea de vacaciones. Si no para todas las personas - ferries entrando continuamente, la playa puede haber sido preciosa, pero quién sabe... no podía ver. Y este era temporada baja. Nos alojamos 2 noches en la Isla y podría volver * * algún día pero nos alojaremos en el lado sur.",1,209
"Lo primero que mencionan en su pgina es el ttulo a lugar de paz mundial; difcil de creer despus de nuestra experiencia en su restaurante Soma. Incluso llamarlo experiencia es demasiado, tras los dos minutos que estuvimos dentro del lugar antes de que nos ahuyentaran con su clasismo y elitismo digno de los peores lugares de Mxico.  Llegamos ah despus de tomar uno de los muchos senderos para disfrutar de Amatlan y despus de una buena caminata, el mapa nos indic que ese era el lugar ms prximo para tomar un almuerzo y algo para beber. Pues olvidemos el vaso de agua de cortesa y pasemos directo al momento en que se nos acerca un mesero para (sin preguntarnos nada antes), indicarnos que slo aceptan efectivo. Ese no era un problema para nosotros as que lo siguiente fue asegurarnos que slo podan ofrecernos snack pues no ramos huspedes del holstico hostal de la luz. Venamos agotados y con muchas ganas de algo refrescante, as que le dijimos que no tenamos ningn problema, solo para enviarnos de vuelta a la recepcin para realizar un registro.. ok, nuestras ganas de cualquier cosa que pudiera ofrecernos el lugar, se esfum al instante tras semejante trato. Despus de nuestras experiencias de viaje por otros pases y continentes alrededor del mundo, puedo asegurar que nunca habamos recibido un trato as.   La falta de adaptabilidad es mala en un restaurante, pero la discriminacin es un peor, sin duda. Desaconsejo a cualquier persona con integridad, visitar esta clase de lugares, podra recomendarles muchos ms lugares donde por servicio y trato spera por mucho a Soma, no podra hablar de la comida pues no llegamos a ese punto.",0,228
Ridculamente caro 80 libras para nadar con los delfines durante 40 minutos y obligar a los padres a hacer quepena que era caro,0,2447
Una vergenza de sitio! NO VAYAIS!!! Repito: NO VAYAN A ESTE CENOTE!! He ido a ms de 20 cenotes y este es el peor. El personal que lo lleva son mentirosos y maleducadlos. Adems te lo venden como que es un sitio especial porque en l habita un cocodrilo... Y ES UN FAKE!!! El cocodrilo es de mentira.Nos dijeron que veramos muchsimos peces y no haba absolutamente nada. Son unos ladrones,0,221
"Nos encanto ir a cenar ahi, fuimos tres noches. La decoracion y onda del lugar es excelente. Dos noches fueron a tocar bandas y la gente se copaba bailando. Muy ricos sus tacos y tragos! Es comodo y muy agradable. Recomendable realmente.",3,2688
"Este lugar es mgico. Las habitaciones son amplias y bien cuidadas. Las instalaciones estn bien cuidadas y limpias. La gerencia y el personal es amable, organizado y siempre atento a sus necesidades. El desayuno es siempre fresco y delicioso. Los taxis estn disponibles por $50 - $60 pesos mexicanos en el evento que desee explorar la ciudad. Esta situacin no es una situacin de fiesta y no una escapada romntica para jvenes y viejos. Ofrecen spa, transporte (aeropuerto) y servicios de excursiones. No hay una sola cosa que no nos gust de este lugar. Servicio de atencin al cliente es una prioridad para el personal. Lo recomiendo encarecidamente.",4,4286
"Este ao fue nuestra segunda estancia en la Posada del Mar y nos mantendremos volver! No hay nada mejor que, en mi opinin por su ubicacin, precio y ambiente! no es un hotel de categora de lujo de ninguna manera, pero est limpio y la ubicacin es impresionante! El bar Palapa, Romy y su personal son maravillosos y un divertido fin de nuestros das en la playa. La piscina era bonita y refrescante despus de estar en el ocano durante todo el da. Nuestras habitaciones siempre limpias y si necesitbamos algo slo necesitamos pedir. La recepcin parece conseguir las peores crticas, pero no tuvimos problemas, y nos dieron a conocer mejor este ao ... Creo que era una barrera de idioma para nosotros un poco. Por favor intentarlo! Es un pequeo gran hotel a un precio estupendo!",3,4101
Mal hotel... se cay una ventana fija de mi curto y me la cobraron en ves de pedir una disculpa.  no hay agua caliente. Psima atencin a todo la respuesta es no la gente dspota pf no hagan el error de venir a este hotel,0,610
"En Bernal, tenemos un brillante chef viviendo en un pueblo mexicano escondido.
El Piave y su chef han sido reconocidos varias veces en Italia como ejemplo de la incorporacin de la comida mexicana y veneta y nosotros tenemos la oportunidad de degustarla en Bernal.
Prueben...Ms",4,2262
"Se esperaban un grosero, hombre hosco que nunca sonre y prcticamente acta como l desea que nunca haba visto. Hablo un poco de espaol, pero de ninguna manera estoy fluido. Se puso visiblemente molesto conmigo (ojo rollos, suspiros, etc.) cuando yo tena dificultad en entender...una pregunta. Entra a su propio riesgo.Ms",0,1269
"Un buen lugar para observar a la gente, nos fuimos para las bebidas y nos alojamos para interior. Bonito bar salsa. Margaritas buena",4,3222
"puse la aclaracin en el titulo por que no puedo para de compararlo con otros hoteles de 4*, es donde pierde por completo este hotel. la habitacin fue lo mejor, limpia, amplia. luego el hotel deja mucho que desear. atencin del personal a desgano (todos), el da que llegue hacia mucho calor y me met a la pileta que estaba mas que sucia y para terminar el desayuno el peor de todo mexico (en dos aos fui a 8 hoteles) si peda jugo no poda comer fruta, nunca lo vi en un 4*",1,4673
"Viajamos a Loreto 4 a 5 veces al ao con los amigos. Visitamos este hotel para masajes (propiedad boutique dentro del hotel por nuestra cuenta) pero nunca me alojara o recomiendo este hotel. El personal es muy servicial. Nos preguntamos haved varias veces en diferentes visitas a ver las habitaciones y la piscina. Siempre nos hemos negado. Que ya no se pide simplemente estancias - nuestro grupo en otro lugar. Continuaremos frecuentan el balneario - muy agradable y amable, adems de una excelente relacin calidad-precio.",0,2306
"Si tienes hambre y quieres comida mexicana, realmente recomiendo este restaurante, Paulo le recibir con las manos abiertas, el Punto decoracin est especialmente bien desarrollado, impresionante y hermoso. Tambin la comida es deliciosa, yo recomiendo: molletes, chilaquiles y nopal con panela queso, caf, zumos y...t. Viene un rancho cerca de Valle de Bravo y es orgnica, no te pierdas este lugar!Ms",4,250
"El hotel esta muy bonito, el jardn esta precioso y el servicio de restaurante es excelente. Lo malo es que cuando menos nuestra habitacin (la 9) no tena aire acondicionado y en la noche llovi y literalmente el mismo se inund. Haba goteras por todas partes. La justificacin del hotel es que en Parras casi nunca llueve... an as considero que deberan estar preparados.",2,4778
Un excelente servicio y muy agradable ambiente. Muchas gracias a Fernando que me hizo el da con su platica y buen humor. Tulum es hermoso. Espero regresar pronto!!,4,3998
"Hemos estado en playa de Ziggy 3 veces, primero a partir de 2012 y nos encant el lugar! En visitas posteriores nos pareci que lo mantenan recortar los precios de la comida y bebida alcohlica y no pagar 10 dlares por un ron n coca-cola. La zona tiene muchas otras opciones que este ao vamos a explorar ms all de la playa.",1,1039
"Realmente no te puedes perder este lugar es increble, ubicado en Valle de Bravo. No es difcil llegar y hay muchas opciones para cenar, no probamos pero los precios no son caros y la comida parece ser bueno. Aparcar puede ser un poco difcil porque no es un lugar establecido, hay coches aparcados cerca del bosque. Para los Bravos, hay una opcin de rappel sobre la cascada.",3,2211
"yo fui a ese hotel por una carrera que se hizo en tapalpa, fue muy comodo por la ubicacion ya que la carrera salia a madia cuadra del hotel ademas del hecho de poder dejar mis cosas en el hotel y no andar cargando con nada y no tener que trasportarme pero fue bueno solo por eso, no seria un hotel que tomaria para visitar tapalpa como vacaciones",1,3452
Es un asco la atencin e informacin que te brinda los recepcinistas. Pensaba acudir pero al ver el servicio que brindan no me dieron ganas de s quiera acudir. El hotel bungalow Lolita pierde visitantes potenciales por su asquerosa forma de tratar a los clientes.,0,3639
"El costo no se corresponde con el estado general de las habitaciones. Urgen reparaciones a los ventanales y albercas de cada habitacin. Es necesario estandarizar las amenidades en todas las habitaciones y proporcionar artculos de limpieza de calzado, crema y jabn corporal. Se sugiere verificar vida remanente de los colchones",2,4337
"Para todos los amantes de la joyera, por favor tome tiempo para encontrar la casa y ver estas mujeres maravillosas y talento que su joyera personalizada. Me he trado un suministro y su atencin al detalle es a precios muy buenos!",4,1106
"Es un lugar muy bello.  Pero muy caro.  $120 pesos por persona.   No hay una persona que atienda, o que de explicaciones del lugar. Esta bien que cobres para mantener el lugar impo y agradable.  Pero no tanto.",0,190
Vale la pena.  El acceso es bueno y se puede estacionar.  Para los que no estan en buen estado les recomiendo bajar solo hasta el mirador que de alli se tiene un buena vista.,4,2479
"Se trata de un complejo ubicado a un costado del zcalo de Bernal; el restaurante esta decorado de una forma muy pintoresca con un sin fin de detalles! Es ideal para pasar un grato momento, con una vista increble de la Pea de Bernal; la...Ms",4,4075
"$4 entrada por persona. Increble ubicacin con excelentes sitios para las fotos. Se aprende mucho sobre la civilizacin maya y cmo vivan. Es mejor ir ms temprano en el da o en la tarde, porque el sol es brutal y no hay lugares con sombra.",3,3828
"Todos estuvo fatal desde quien nos atendi, compramos un paquete que tiene  desayuno incluido, cuando llegamos a check-in, en recepcin solo nos tomaron informacin, no, nos dieron nuestros ticket para el desayuno, ni la clave de internet, la tv no se puede ver, regresamos a comentarle a recepcin y quedaron de arreglarla, salimos a conocer y cuando regresamos queriendo ver tv oh sorpresa no la vinieron arreglar la tv, prendimos el A/C el olor que sale es muy desagradable y para rematar tira agua as que tuvimos toda la noche sin poder dormir para nada, por el ruido de el agua que sale y pega en el piso porque tampoco tienen que ponerle ah, fuimos a recepcin y nos atendi el de seguridad diciendo que la persona se va a las 6pm y ya no hay otra persona que atienda porque",0,3401
"Nos alojamos una noche aqu. Nuestra habitacin (4) estaba muy limpia, la cama era grande y cmoda. El bao es grande, -sin cortina de ducha. Habitacin con aire acondicionado. Era una habitacin tranquila. El personal era agradable. Sin desayuno. Buena conexin wifi. Un buen lugar para alojarse, puedo recomendar.",3,3365
Nos hospedados 3 das y la verdad que el lugar es muy lindo.  Habitaciones grandes  y confortables.  Todo muy limpio. Los recepcionista son lo ms.  Esta muy cerca de playa Norte y calle peatonal. Gracias por todo chicos. La pasamos super bien.,4,1188
"Estaba muy caliente y húmedo cuando nos fuimos, pero había un montón de lugares de sombra para sentarse. Precioso parque bien planeada. Nuestro favorito era un loro zoo personalidad que nos morimos de risa y como una mujer. chattered Tienen un tour nocturno que ojalá hubiéramos tenido tiempo para, muchos animales estaban dormidos en el calor del día.",3,2787
"Decid pasar mi ltima tarde en Orizaba tomando un buen caf, a mi parecer no haba tantas mesas como para que los 5 meseros ue haba estuvieran tan ocupados como para llevarme la carta o algun ""buenas tardes, bienvenida..."" El punto es que en todo...Ms",2,4828
"Nos gustaron las margaritas, que fueon bien hechas, pero nos sirvieron de botana cucharaditas de queso y salsas.  Luego nos lleg la sopa de chipilin (una verdura selvtica de aqu), que saba ms a sal que a chipiln.  Para una de nosotras el pollo ""supremo""...Ms",2,3068
"La comida es muy rica, la atencin al principio es regular, pero conforme avanzo el tiempo se volvi buena. El mesero nos hizo recomendaciones y todo muy acertado! Sin duda volveremos, yo com Osobuco y me encanto, el pastel de Nutella delicioso!!
El lugar es...Ms",3,2980
"Fuimos el 30 de septiembre por mi cumpleaos, lo pasamos muy bien. estaba lleno de improviso el momento y me alegr de hacerlo.La piscina pareca pequea, sin embargo era muy profundos y los delfines pareca a amar a sus entrenadores.Me decepcion un poco, ya que nunca nos las arreglamos para hacer el pie pulsar- el entrenador me dijo a punto mis dedos, cuando estaban destinadas a ser plana para bloquear una piernas, no obstante l probamos dos veces y luego un dorsal que me qued contento.Cada delfn tiene su propia personalidad, era bueno.Me compr una foto, pero luego fue fuertemente vender desde $300 dlares y 99 para todos fotos y un reproductor de DVD, I disminuy pero sentimos que puede haber reducido los $29 dlares por una foto si yo tambin haba disminuido. Una seora estaba pagando $240 dlares para su DVD y fotos, as que me sent realmente culpable no me deca nada pero ella no hablaba ingls y no me habla su idioma.un buen da en general ... Es bastante caro pero cumple una lista.",3,2497
"Janitzio es un sitio olvidado por las autoridades estatales y nacionales que se dedican al turismo: sus habitantes tratan de sobrevivir ofreciendo artesanas y comida, pero se siente un ambiente de miseria y abandono en sus callejuelas, en sus interminables escalones y en su estatua insiginia: un Morelos Monumental al que se accede, por 10 pesos, pero que est sin reparar o preservar desde que lo inaugur el General Lzaro Crdenas en los aos 30 del siglo pasado.Una pena para una isla emblemtica en el Lago de Ptzcuaro.",2,1632
"Fui con mi familia en Octubre.
Esperamos en la entrada para que nos asignaran mesa porque estaba lleno y lleg otra familia, la seora entr como si nada y se sent en una que se estaba desocupando. 
Le mencionamos a la ""encargada"" y dijo que...as era el sistema no hizo nada por nosotros.
No lo recomiendo, psimo servicio, les ahorro su tiempo, mejor vayan al Mesn del Marqus.Ms",0,300
El mesero fue grosero como pocos. La comida fra y mediocre. En mi opinin decepciona creo que no merece una recomendacin.,1,928
"Los burritos de pescado fresco, las salsas en el lado era sabrosa. Este lugar es uno de los mejores de Sayulita.",4,4229
"Lugar imperdible de Ciudad de Mxico, una maravilla de ingeniera y arquitectura azteca. Obligatorio para visita del turista.",4,3962
"Buscando un lugar en el centro de Tequis almuerzo plaza nos dimos cuenta de K'puchinos. Fue al medioda, pero el restaurante estaba en servicio de men de desayuno hasta las 13:00 as que nos preguntbamos las estrechas calles de la encantadora ciudad de Mxico Magia...hasta las 1 PM. Decidimos sentarnos adentro como haca fro, con una suave brisa. Clido, confortable interior con buen diseo de asientos.

Ped un vaso de casa blanca (Queretaro Bodega Semiseco de proveniencia Delores). Probamos la ensalada de espinacas ensalada con tomates cherry, espinacas, aguacate con vinagre reduccin y como buen tamao y sabrosa. El otro plato fue la Enchiladas de pollo relleno - Queretan con salsa de queso servido con patatas. En general un satisfactorio excperience.Ms",3,131
El desayuno es increble! Recomiendo encarecidamente la pimienta! La canela tambin es buena y nunca se puede equivocar con zumos recin exprimidos.,4,638
"Me quede hospedada una noche en la Nueva Zona de Glamping, y la verdad el concepto me gusto mucho. Todo es muy tranquilo y en paz. Lo que yo mejorara un poco es la limpieza de las albercas que tienen muchos insectos y el servicio, es muy raro que los meseros bajen si no los llamas, yo creo que debera un mesero pasar por todas las reas cada hora al menos. Por todo lo dems me gusto mucho, un poco caro pero vale la pena. La vista es inigualable.",3,4043
"Paramos para el almuerzo. El men era tan estilo Americano Tex Mex que optamos por un restaurante de comida mexicana ms autntica. Volvimos para batidos, pero no tienen electricidad, as que no poda hacer nada. Tuvimos que fueron congelados sus chocobananas y baadas en coco...cubierto pltanos congelados. Eran deliciosos y abundantes. Ideal para refrescarse despus de un da en la playa.Ms",2,1777
"Esta fue nuestra 8 estancia en el Privilege Aluxes hotel. Ten en cuenta que el hotel no garantiza una vista al ocano. Tambin nos reservamos una suite deluxe y en esta visita nos dieron una habitacin en el piso superior. Los camareros y camareras en este hotel son excepcionales. contentos, y se deshacan. Es costumbre dar propina a los camareros, independientemente del ""todo incluido"" de este hotel.  La playa aqu es difcil de superar, aunque debe salida North Beach por lo menos un da. La comida en el buffet para el desayuno es bueno, la cena es simplemente correcto.  Algunas pequeas quejas: nuestra habitacin pero ola a gas de alcantarillado la mayora del tiempo, incluso con las puertas de vidrio corredizas abiertas.  El restaurante buffet Sabor estaba en construccin y",2,2820
"Estoy hospedada en la habitación 527. El Cobro en dólares ha incrementado el costo considerablemente, sin embargo el servicio está pésimo, el agua de la alberca exterior está helada, así que todos amontonados en la alberca techada, los meseros dicen que solo hay Pepsi, sin embargo sacaban coca para algunos clientes! Cuál es la razón de mentir así a los clientes? Las habitaciones son súper ruidosas. Es difícil descansar. El buffet de la cena pobre, pizza, cereal, pan y una que otra cosa. En serio para el precio esperaba, agua caliente en las albercas,comida variada y de mejor calidad, wifi gratis, etc. Probaré otro hotel",0,2459
"Reserve para pasar la noche de navidad en el hotel, pero la cena que ofrecieron no cumple con la calidad ofrecida por el hotel, la.comida muy mala y no informaron que las bebidas no iban incluidas. En atencin e instalaciones todo estuvo muy bien.",3,3683
"Servicio deficiente y limpieza dudosa. Dos tenedores que me pusieron estaban sucios, con restos de comida. En el jugo de naranja que ped haba un mosquito y cuando lo indiqu a la mesera, simplemente me mir y no hizo nada.
Las quesadillas de rajas con...queso estn buenas, pero el resto es muy normal, sin destacar.
Las carnitas decan que eran mixtas, pero lo que me pusieron era pura tripa no lo recomiendoMs",1,1359
Es el peor hotel en el que puedes encontrar en Mxico. no tienen agua caliente. tienes que dormir en camas hmedas porque est lloviendo dentro de la habitacin. Los muebles son viejos. olor es terrible. El servicio es horrible. precio es muy alto. no debes alojarte en este hotel.,0,4656
"Un servicio impecable.  Desde q llegamos te ofrecen un jorongo para el fro.  La comida muy buena; el fideo seco espectacular.  El nico pero que le veo es que no hay opcin de estar adentro, entonces s eres muy friolento puedes sufrir de mucho fro....Ms",3,3014
Quesadillas de pollo y cerdo barbacoa chipotle empenadas son excepcionales. Tambin aman las margaritas de mango el chile jalapeo. Una buena manera de empezar el da.,4,3138
"Hermosa la playa, la pasamos genial, mucho calor. te alquilan las reposeras y las sombrillas. Y podes comer ahi, una de las playas mas lindas que vi.",4,2965
"Noche de velacin el 1 de noviembre para amanecer el 2 siguiente la gente adorna las tumbas de sus familiares y se quedan ah toda la noche es una linda tradicin, el problema es la falta de respeto de la gente, pues nos olvidamos que estn velando a las personas que ya no estn con ellos",2,3479
"No ofrece nada excepto unos pocos asientos. La plaza no es impresionante y todo lo que se puede ver es interminable comida, vendedores de puestos y gente paseando por la calle principal.",1,1786
"Nuestra gua era Arturo Crdenas y era divertido e informativo. La foto que haba tomado con la gran serpiente ha sido un xito en mi oficina. La seora que sirve la comida era bastante exigente sobre un consejo que no me sent era adecuado. Habamos pagado por la comida, y un consejo debe ha ganado!",3,3690
"El sitio es un conjunto de restaurantes pequeos,las cartas son variadas y los precios accesibles. Tiene un kiosko al centro donde toca un mariachi regional muy bueno, el ambiente es excelente. Lo que no me gust es que no se respeta lo que esta en...Ms",3,3535
Gracias guadalupe x tu exelente servicio la verdad otra ves fuiste el de mjor servicio pues nuestra segunda ves en mia reef la comida esta genial karla en ls playa la mjor un placer volver a estr aqui y volveremos pronto  un placer disfrutr de mia reef,4,1587
"As que nos alojamos en el Dorado Royale en Riviera Maya y estaban planeando tomar una excursin patrocinada a Chichen Itza. Despus de pensrmelo, no queramos gastar mucho dinero o mucho tiempo lejos del complejo. Pensamos en el coche de alquiler all, as que no sera a la merced de la compaa de turismo, pero luego nos no vamos a tres horas en coche. Afortunadamente, el complejo conserje nos dijo Tulum era slo una hora lejos recta, en coche, de fcil acceso. La ruina sitio en s es genial, especialmente si te gusta/cultura de la historia. Por desgracia, a menos que alquilar un gua turstico, hay muy poca informacin acerca de lo que ests viendo, ya que la mayora de las seales hay deterioradas del sol y ilegible. (Me hizo una nota mental a google informacin una vez que llegamos a la casa.) es extremadamente caliente y caminar mucho, pero no est mal. Hay acantilados y escalones que conducen a la playa. La vista es estupenda y fresca brisa despus de pasear, pero la playa estaba cubierta con el espeso algas que parece ser continan martirizando el rea. Todo el mundo dice que mucho algas es inusual. Hay un montn de gente, pero no pareca atractivo para nadar en todo para m!Cosas que hay que saber antes de ir (si vas en coche alquiler/no utilizando una compaa de viajes): 1. Hay que pagar para aparcar en el aparcamiento (100 pesos - $8 - no estoy seguro sobre el tipo de conversin, nos limitamos a USD todo el viaje).2. Una vez all estn el // cabinas de vendedores de tiendas/ y son agresivos!!! La trampa turstica habitual, a seguir a pie si no ests interesado, aunque le siguen los vendedores para una cierta distancia.3. Hay transporte de tractores desde el aparcamiento hasta las ruinas. USD $2 ida y vuelta. Se puede ir andando, pero haca demasiado calor para nosotros, as que pagamos $4 y nos alegramos de haberlo hecho. Despus de caminar alrededor de las ruinas estbamos tan contentos que no tienen que volver a pie del aparcamiento del centro comercial.4. La entrada a las ruinas es 64 pesos. La taquilla no ACEPTA dlares as que tienen pesos antes, o hay una pequea tienda en el lado del edificio que se convierte, pero se pierde unos pocos dlares.En general todo nuestro costo para visitar era de $22 + la hora en coche en ambos sentidos. Bien merece la pena, y nos sentimos como si nos ahorramos dinero!",3,3478
Pues en mi opinion es por la comida me gusta visitar lugares donde preparen esquisita comida y lo unico que no.me gusto es  la entrada ya que es muy reducida,3,3699
"El hotel es muy rustico. La habitacin es muy fra. pedimos que nos prendieran la chimenea y nunca llegaron. despus nos vinieron a decir que quien la prende no haba ido. Nos toc el jardn lleno de hojas, por lo que se vea como descuidado y polvoso. Bajamos a desayunar y todo estaba frio y lgubre. Muy lejos del centro de San Cristbal.  La verdad no me gust. Ni la atencin ni el lugar.",2,4485
"Tuve delicioso, tacos de pescado fresco aqu y la verdad es que no puedo decir mucho ms que eso. 3 tacos deliciosos por 75 pesos en un poco, local un poco lejos de todo lugar es todo lo que necesitas en Isla Mujeres.

Este lugar...ofrece. Y estaba lleno para el almuerzo en un hermoso y soleado da.Ms",3,1620
"Un rancho con varias actividades recreativas. Las grutas son hermosas y cuentan con un recorrido extra al interior, donde podrs conocer las diferencias entre el cuarzo y el marmol. El tramo principal es de aproximadamente unos 700 metros y el tramo extra de unos 300 metros. Afuera de las grutas hay comida, tiendas con productos artesanales, tirolesa, paseo a caballo, etc.",4,1179
"Yo tom un filete chuletn que estaba delicioso. Tuve una coca-cola y patatas fritas, y con impuestos y propina probablemente fue un poco ms de $15.
Me traan sus amigos que viven en la zona y nos dijeron que todo era seguro para los estadounidenses...para comer y beber.

Un poco de consejo: que me dijeron que por mis amigos que si lo que quieres es su carne hecho medio raro/mediano, tena que pedir 3/4 hecho. Si usted pide que medio hecho raro, lo ms probable es que ser extremadamente rara.
Me gusta un poco de rosa en el bistec y estaba muy contento con lo que me dieron cuando solicit ""3/4.""

postre de chocolate hecho mousse era delicioso y la porcin era ms que suficiente, incluso cuando la divisin con una segunda persona.Ms",4,4935
Me encant todo el personal del hotel y sus amenidades tambin. Miguel es sper divertido y mantiene el ambiente en el lugar. Todos me encantaron. Quisiera quedarme ms das. #MiguelAnimacion #elmejor #pradaise!!,4,3265
"Caro para lo deficiente ,habtaciones oscuras,personal poco amable,mobiliario de la habitacin viejo ,nos quedamos una noche por que estbamos visitando el can ,es la nica ventaja que tiene este pueblo ,no hay mucho que hacer all ,sera mejor ir hasta Tuxtla esta muy cerca y si hay hoteles conocidos y restaurantes",0,3191
"Si bien se encontraba en remodelacin,  la estada fue agradable.  El lugar estaba limpio y tena buenos servicios. Est a pocos metros del Zcalo de la ciudad. Hay que tener precaucin en este hotel y en general en Taxco con dos factores: el ruido debido al exceso de vehculos y las dificultades para desplazarse debido a los constantes desniveles (ciudad enclavada en los cerros de la sierra).",3,161
"Comparado con otros hoteles de la misma cadena , este es el peor en el que me he hospedado. hace falta capacitar al personal y no estara mal un curso bsico de tica , mala experiencia en lo personal , no respetan reservaciones .",0,3094
"Excelente atencin, la limpieza de las habitaciones excelente as mismo muy buenas habitaciones , la comida riqusima, la ubicacin es muy buena , cuenta con una linda cancha de ftbol albercas , seguro volvera y en Mission Palenque! ",3,4341
"Mi marido y yo nos alojamos en este hotel con un grupo de reserva. El paisaje es absolutamente preciosa y el hotel estaba tan bien. Todos estbamos pasando un tiempo maravilloso hasta la ltima noche que estuvimos all. De casi el 40 o as que las habitaciones que habamos reservado, por 25 o as que nos robaron. Dinero y joyas estaban ocupadas por las cajas de habitacin y salir de cajones. Cuando la gerencia fue informado de los robos, que no quieres mucho que ofrecer ayuda para nosotros en todo. El director general del hotel era muy grosero y condescendiente a los huspedes que haban robado artculos. Si esta es la forma de 4 estrellas va a ser llevado, que no se lo recomendara jams en este hotel.",1,787
"He visitado un par de veces este lugar, y no se me hace de lo ms increble, como muchos mencionan. Lo recomiendo para pasar un da de campo, para aprovechar toodo el da, pero si es para conocer, no lo recomiendo.La entrada es muy cara pra lo que se ofrece.",2,65
Preciosa playa. Está en una franja popular y hay playas más tranquilas en el extremo opuesto de la isla. Excelente restaurante de pescado cercano llamado Velásquez. Prueba el pescado entero a la parrilla.,2,2440
"Lo peor y acceso wifi que he experimentado durante cuatro meses viajar en Mxico. Internet en habitaciones para varios das, as que slo disponible en el comedor, que era bastante lento.  El personal no es muy servicial, especialmente durante el desayuno. El desayuno estaba bien cuando el personal de orden correcto.  Restaurante abierto slo durante tres horas por la noche, no est abierta para el almuerzo. Buen men, pero bastante limitado. los gatos y perros de los propietarios son bonitas pero tienden a rogar para restos en las mesas.  Hotel a unas manzanas de la parte principal de la ciudad y a un kilmetro a los mejores restaurantes. El aparcamiento es muy limitado en la calle no salvos detrs del hotel.  lejos de las playas. No hay televisin en las habitaciones. No hay",2,592
Se puede comer bien en este restaurante si visitas las piramides. Hay opcin de platos o de buffet libre con varias opciones y postre.,2,1032
Un restaurante muy innovador que mira a su pasado e inspira sus platos en la comida y productos prehispnicos. Es un viaje gastronmico que nos hace imaginar como comian los mayas.,4,152
Gran experiencia. Las pizzas son deliciosas y las salchichas tambin. Muy recomendable no se lo pierdan,3,3387
"Algunas de las cosas que hemos tenido durante nuestra estancia:  terrible, anticuadas y enmohecidas habitaciones sucias. Parece este problema es slo de la mitad del hotel porque fuimos amigos alojados en el otro lado del hotel y era un da y noche diferencia. - Sera una costa fresca de pintura en las paredes ser una carga durante la temporada de lluvias cuando todo est cerrado? - Este lugar debera cerca de 6 meses para una limpieza profunda y reformas. - La gotera de tejados. buscar cerca de donde la pared que se una al techo ... moho negro. Y durante la noche cuando llueve, que puede sonar como alguien dej el agua de la baera. - Las goteras del tejado en la zona del bar. Haba una taza para tomar el sucio entraba por 25.000 a travs del techo, y lo que la taza no coger,",1,3033
"La construccin es hermosa, con una vista inigualable de Taxco, pero ni as se salva. El hotel se est cayendo de  viejo y descuidado, los baos de las habitaciones estn peor que los baos pblicos de las carreteras!   Llegamos un sbado por la noche y la primera impresin es que todo est descuidado, la habitacin llena de araas y bichos, la TV del ao del caldo, y para colmo cuando abrimos la cama para acostarnos nos dimos cuenta de que las sbanas no estaban lavadas.   Llamamos a recepcin y ofrecieron cambiarnos de habitacin, volvimos a empacar todo y en pijama nos tuvimos que cambiar de habitacin. En la segunda habitacin estaban todava ms sucias las sabnas, toda la cama llena de pelos y los bichos en el cuarto, ni se diga!  En la tercera habitacin que nos dieron,",0,364
"Psima atencin al husped.  Contratamos una habitacin preferencial que nos cost un 10 % ms de la tarifa. Pedimos una extensin del horario ya que el hotel est al 50% , el encargado EDWIN no las neg.   Tienen 1 solo restaurante al medioda y el 30% de las mesas estn ocupadas por personal del hotel vendiendo otras cosas y tenes que esperar un montn para comer.   No volveria",0,4248
El paseo es corto y facilLa playa encantadora y con un polica cuidando Agua transparente y arena ms bonita que en el pueblo Encantador,4,2930
"Comida y carne sper rica!!! 
Ambiente agradable y cordial!
Tiene espacio para nios y una niera!!!! 
Lo vi un poco caro.. pero vale la pena por los cortes!Ms",3,4849
"Un pequeo museo con trajes tradicionales regionales (traje).  Algunos de los ejemplos son contemporneas, otras mayores. El seor mayor que proporcionan una excursin era extremadamente eficiente y buen nivel de ingls. Una experiencia encantadora.",4,4428
"ped torres 5, y no se exactamente q sirvieron, pero definitivamente, despus de tomar durante 30 aos la misma bebida, lo q sirvieron en 2 veces q la devolv, era de todo menos torres.
las malteadas muy aguadas e inspidas.",0,1168
"Tardan un poco en atender, falta un poco ms de organizacin y mesitas y sillas donde uno pueda descansar y tomar la nieve Agusto, las nieves muy ricas",2,2543
"Una excelente atencin de parte de Alonso, muy amable. La vista hermosa y el lugar muy bonito, la comida muy rica, me gustara la porcin fue un poco ms grande pero el sabor es excelente.",4,2170
"El personal no sabe como  tratar y  hacer bienvenido  al cliente, el  pobre chico de recepcin Newton parece que lo  tienen ah  trabajando  a fuerzas y en general todo  el  staff. intentan hacer sentir  como si  fuera spring break en la alberca con la msica tan alta todo el  da, el  ruido  de la msica llegaba hasta la habitacin y lo nico  que queramos era sentirnos dentro  de la naturaleza. nadie pudo  ayudarnos a cambiarnos de habitacin. tuvimos que irnos a otro  hotel para poder descansar aunque perdieramos las noches que ya habamos pagado  ah. Jams volver.",0,1638
